Machi,Community,Sex.1male,ID,adol.less20,mat.20to50,old.over50,EdMes,LabMes,FamMat,EmpMat,ComMes,CtyMat,Target,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14
1,T,0,57,0,1,0,0,0,1,0,0,1,2,1,1,0,1,1,1,1,0,0,0,1,0,1,1
1,T,1,29,0,1,0,0,1,1,0,1,1,2,0,1,0,1,0,1,1,0,0,0,1,1,1,1
1,T,0,28,0,1,0,0,0,1,0,1,1,2,1,1,0,1,0,0,0,0,0,0,1,0,1,1
1,T,0,18,0,1,0,0,0,1,0,1,1,2,1,1,0,0,1,0,1,0,0,0,1,0,1,1
1,T,0,44,0,1,0,0,0,1,0,1,1,2,1,1,1,0,1,1,1,0,0,0,1,1,1,0
1,T,1,141,0,1,0,0,1,1,0,1,1,2,1,1,0,1,1,0,1,1,0,0,1,1,1,1
1,T,0,7,0,1,0,0,0,1,0,1,1,2,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1,T,1,105,0,1,0,0,1,1,0,1,1,2,1,1,0,1,0,0,1,1,1,1,1,1,1,1
1,T,0,171,0,1,0,0,0,1,0,0,1,2,1,1,1,1,1,0,1,0,0,0,1,1,1,1
1,T,0,107,0,1,0,0,0,1,0,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1,T,1,45,0,1,0,0,1,1,0,1,1,2,1,1,1,1,1,0,1,0,0,0,1,1,1,1
1,T,1,119,0,1,0,0,1,1,0,1,1,2,0,1,0,1,1,1,1,0,0,0,1,0,1,1
1,T,1,123,0,1,0,0,1,1,0,1,1,2,0,0,0,1,1,0,1,0,0,1,0,0,1,1
1,T,0,66,0,1,0,0,0,1,0,0,1,2,1,1,0,1,0,1,1,0,0,NA,1,1,1,1
1,T,0,242,1,0,0,0,0,1,0,0,1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,0
1,T,0,3,0,1,0,0,0,1,0,1,1,2,1,1,0,1,1,0,1,0,0,1,1,0,0,1
1,T,0,30,0,1,0,0,0,1,0,1,1,2,0,1,0,1,1,1,1,0,0,1,1,1,1,0
1,T,0,110,0,1,0,0,0,1,0,1,1,2,1,1,0,0,0,0,1,0,0,1,1,1,0,1
1,T,0,154,0,1,0,1,1,1,0,1,1,2,1,0,1,1,0,0,1,1,0,1,1,1,1,1
1,T,1,153,0,0,1,1,0,1,0,1,1,2,0,1,1,1,0,0,0,0,0,1,1,1,1,1
1,T,0,17,0,1,0,0,0,1,0,1,1,2,1,1,0,0,0,0,1,1,0,0,1,1,1,1
1,T,0,149,0,1,0,0,0,1,0,0,1,2,1,1,0,1,1,1,1,1,0,1,1,1,1,0
1,T,1,108,0,1,0,0,1,1,0,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1,T,0,160,0,1,0,0,0,1,0,1,1,2,0,1,0,0,0,0,1,0,0,1,1,1,1,1
1,T,0,53,0,1,0,0,0,1,0,1,1,2,1,1,0,1,1,1,1,0,0,0,1,1,1,1
1,T,1,1,0,1,0,0,0,1,0,1,1,2,0,1,0,0,0,0,1,0,1,0,1,1,1,1
1,T,0,106,0,0,1,0,0,1,0,0,1,2,1,1,0,1,0,1,1,0,0,1,1,1,0,1
1,T,1,137,0,1,0,0,1,1,0,1,1,2,1,1,1,0,0,0,1,1,0,1,1,0,0,1
1,T,1,121,0,1,0,0,1,1,0,1,1,2,1,1,1,0,0,0,1,1,0,1,1,0,1,1
1,T,0,124,0,1,0,0,0,1,0,1,1,2,1,1,0,0,1,0,1,0,0,0,1,1,1,1
1,T,1,67,0,1,0,0,0,1,0,1,1,2,0,1,0,1,1,1,0,0,0,1,1,0,0,1
1,T,1,26,0,0,1,0,1,1,0,1,1,2,1,1,1,1,0,0,0,0,0,1,1,0,1,1
1,T,0,2,0,0,1,0,0,1,0,1,1,2,1,1,0,1,0,1,0,0,0,1,1,1,1,1
1,T,0,60,0,1,0,0,0,1,0,1,1,2,1,1,0,0,1,1,1,0,0,1,1,0,1,1
1,T,1,148,0,1,0,0,0,1,0,0,1,2,1,1,0,1,1,1,1,1,0,1,1,1,1,0
1,T,1,16,0,1,0,0,1,1,0,1,1,2,1,1,0,1,0,1,1,0,0,1,1,0,0,1
1,T,1,165,0,1,0,1,1,1,0,1,1,2,1,1,1,1,1,0,0,0,0,1,1,1,1,1
1,T,0,79,0,1,0,0,1,1,0,1,1,2,1,1,1,0,1,0,1,0,0,0,1,1,1,1
1,T,1,142,0,1,0,0,0,1,0,0,1,2,1,1,0,1,1,1,1,1,0,1,1,0,1,1
1,T,0,21,1,0,0,0,0,1,0,0,1,2,1,1,1,1,1,0,1,0,0,1,1,0,1,1
1,T,1,52,0,1,0,0,1,1,0,1,1,2,1,1,0,1,1,0,1,0,0,1,1,0,1,1
1,T,0,37,0,1,0,0,0,1,0,1,1,2,1,1,0,1,1,1,1,1,0,1,1,0,1,1
1,T,1,307,0,1,0,1,1,1,0,1,1,2,1,1,1,1,1,0,1,0,0,0,1,1,0,1
0,A,1,284,0,1,0,1,1,1,1,1,1,3,1,1,0,1,0,1,1,1,1,1,1,0,1,1
0,A,1,285,0,1,0,1,1,0,1,1,0,3,1,1,0,1,0,1,0,0,1,1,1,1,1,1
0,A,1,308,0,0,1,1,NA,NA,NA,1,NA,3,1,1,1,0,0,0,0,0,1,1,1,1,0,1
0,A,0,265,0,0,1,1,1,1,0,1,0,3,1,1,1,0,0,0,1,1,1,0,0,0,1,1
0,A,0,266,0,1,0,1,1,0,1,1,0,3,1,1,1,1,0,0,0,1,1,1,1,1,0,0
0,A,1,296,0,0,1,1,1,1,0,1,0,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1
0,A,0,288,0,1,0,1,1,0,1,1,0,3,0,1,1,1,0,1,0,1,1,1,1,1,1,1
0,A,1,289,0,1,0,1,1,0,0,1,0,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0
0,A,0,273,0,1,0,1,1,0,1,1,0,3,1,1,1,0,0,0,0,0,1,0,1,0,1,1
0,A,0,268,0,1,0,1,1,0,1,1,0,3,0,1,1,1,0,0,1,1,1,1,1,1,0,1
0,A,0,295,0,1,0,1,1,1,0,1,1,3,0,1,1,0,1,0,0,1,1,1,1,0,1,1
0,A,0,271,0,1,0,1,1,0,1,1,0,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
0,A,0,272,0,1,0,1,1,1,1,1,1,3,0,1,1,0,0,1,0,1,0,0,0,1,1,0
0,A,1,294,0,1,0,1,1,0,0,1,0,3,0,1,1,1,0,1,0,0,1,0,0,1,0,1
0,A,1,274,0,1,0,1,1,0,0,1,0,3,0,1,1,1,0,0,0,1,1,1,0,1,1,1
0,A,1,275,0,1,0,1,1,0,1,1,0,3,0,1,1,1,0,0,0,0,1,0,1,1,1,1
0,A,1,277,0,0,1,1,1,0,1,1,0,3,1,1,1,0,0,0,0,0,1,1,1,1,1,1
1,A,1,297,0,1,0,1,1,1,0,1,1,3,1,1,0,0,1,0,1,0,0,0,1,0,1,1
0,A,0,298,0,1,0,1,1,0,1,1,0,3,0,1,1,0,0,0,0,1,1,1,1,0,1,1
0,A,0,299,0,1,0,1,1,1,1,1,0,3,1,1,1,0,0,1,1,1,1,0,1,0,1,1
0,A,0,278,0,1,0,1,1,0,1,1,0,3,0,1,1,1,0,0,0,0,1,1,1,1,0,0
0,A,0,300,1,0,0,1,1,1,1,1,0,3,1,1,1,1,0,0,0,0,1,1,1,0,1,1
0,A,1,280,0,0,1,1,1,1,1,1,1,3,0,1,0,1,1,0,0,1,1,1,1,0,0,0
0,A,0,301,0,1,0,1,1,0,0,1,0,3,0,0,1,0,0,0,0,0,1,0,1,1,1,1
1,A,0,304,1,0,0,1,1,1,0,1,1,3,0,1,1,0,0,0,0,0,1,0,1,0,1,1
0,B,0,195,0,1,0,1,1,1,1,1,1,3,1,1,1,1,1,1,0,0,1,1,1,1,1,1
0,B,1,182,0,0,1,1,1,1,1,1,1,3,0,1,0,1,0,0,0,1,1,1,1,1,1,1
0,B,1,247,0,0,1,1,1,0,1,1,1,3,0,1,1,0,0,0,0,0,0,1,0,0,1,1
1,B,1,227,0,1,0,1,1,1,0,1,1,3,1,1,0,0,0,0,1,1,1,1,0,0,1,1
0,B,0,228,0,0,1,1,1,0,1,1,1,3,1,1,1,1,0,0,0,1,1,0,1,0,0,1
0,B,1,248,0,1,0,1,1,0,1,1,0,3,0,1,1,1,0,0,0,0,1,1,1,0,0,1
0,B,0,177,0,1,0,1,1,0,1,1,0,3,0,1,0,1,0,1,1,1,1,1,1,0,1,1
0,B,1,178,0,1,0,1,1,1,1,1,0,3,0,1,1,1,0,0,1,1,0,1,1,1,0,1
0,B,1,246,0,0,1,1,1,1,0,1,1,3,0,1,0,1,0,0,0,1,1,1,1,0,0,1
1,B,0,189,0,1,0,1,1,1,1,1,1,3,0,1,0,0,0,0,1,0,0,1,1,1,0,1
0,B,1,216,0,0,1,1,1,0,0,1,0,3,0,1,1,0,0,0,1,0,1,0,0,0,0,1
0,B,1,234,0,0,1,1,1,0,1,1,1,3,1,1,0,1,1,1,0,1,0,1,1,0,0,1
0,B,0,202,0,1,0,1,1,1,1,1,0,3,0,0,1,0,0,0,0,1,1,1,0,0,0,1
0,B,0,240,0,0,1,1,1,1,1,1,1,3,1,1,0,0,0,0,1,1,1,1,1,1,0,1
0,B,0,254,0,1,0,1,1,1,1,1,1,3,0,1,1,1,0,0,0,1,0,0,1,1,0,0
0,B,1,236,0,0,1,1,1,1,1,1,1,3,1,1,0,0,0,1,0,0,0,1,1,1,1,1
0,B,0,183,0,1,0,1,1,0,1,1,0,3,1,1,1,0,1,0,0,1,0,1,0,0,1,1
0,B,0,176,0,1,0,1,1,1,1,1,1,3,1,0,0,1,0,0,0,1,1,1,1,1,0,1
0,B,1,198,0,1,0,1,1,0,0,1,0,3,1,0,1,0,0,0,0,1,0,1,0,1,1,1
0,B,1,180,0,0,1,1,1,0,1,1,1,3,0,1,0,1,1,1,1,0,1,1,0,1,0,1
0,B,0,260,0,0,1,1,1,1,1,1,1,3,0,1,1,0,0,0,1,0,1,0,0,0,1,1
0,B,0,181,0,0,1,1,1,1,1,1,1,3,1,1,1,1,0,1,0,1,0,1,1,1,0,1
0,B,1,179,0,0,1,1,1,1,0,1,0,3,0,1,1,0,0,1,0,0,1,1,1,1,0,1
0,B,1,261,0,1,0,1,1,1,1,1,1,3,1,1,1,0,0,0,0,1,0,1,0,0,1,1
0,B,0,262,0,1,0,1,1,0,0,1,0,3,0,1,1,1,0,0,0,1,0,1,1,1,1,1
0,B,0,241,0,1,0,1,1,0,1,1,1,3,0,1,1,1,0,0,1,1,0,1,1,1,1,1
1,T,1,38,0,0,1,0,1,1,0,1,1,3,1,1,1,1,0,1,1,0,1,1,1,1,0,1
1,T,0,27,0,0,1,0,0,1,0,0,1,3,1,1,0,0,0,1,1,1,0,0,1,1,1,1
1,T,1,78,0,1,0,0,1,1,0,1,1,3,1,1,0,1,0,0,1,1,0,1,1,0,1,1
1,T,1,4,0,1,0,0,1,1,0,1,1,3,1,1,1,1,1,0,1,1,0,1,1,1,1,0
1,T,1,109,0,1,0,1,1,1,0,1,1,3,1,1,1,1,1,0,1,1,0,0,1,1,1,0
1,T,1,55,0,1,0,0,1,1,0,1,1,3,1,1,0,1,0,0,1,1,0,1,1,0,1,1
1,T,0,120,0,1,0,0,0,1,0,1,1,3,0,1,1,1,1,1,1,1,0,0,1,1,1,1
1,T,0,122,0,1,0,0,0,1,0,1,1,3,1,1,1,0,0,1,1,1,0,0,1,1,1,1
1,T,0,31,1,0,0,0,0,1,0,1,1,3,1,1,1,1,1,1,1,1,1,0,1,0,1,0
1,T,1,161,0,1,0,1,1,1,0,1,1,3,1,1,0,0,0,0,1,1,0,0,0,0,1,0
1,T,0,57,0,1,0,0,0,1,0,0,1,3,1,1,0,1,1,1,1,1,0,0,1,1,1,1
1,T,1,29,0,1,0,0,1,1,0,1,1,3,0,1,0,1,0,1,1,1,0,1,1,1,1,1
1,T,0,28,0,1,0,0,0,1,0,1,1,3,1,1,0,1,0,0,0,1,0,0,1,0,1,1
1,T,0,18,0,1,0,0,0,1,0,1,1,3,0,1,1,0,0,0,1,1,0,1,0,1,1,1
1,T,0,44,0,1,0,0,0,1,0,1,1,3,1,1,1,0,1,1,1,1,0,0,1,0,1,0
1,T,1,141,0,1,0,0,1,1,0,1,1,3,1,1,0,1,1,0,1,1,0,0,1,1,1,1
1,T,0,7,0,1,0,0,0,1,0,1,1,3,1,1,1,0,1,0,1,1,0,0,1,0,1,1
1,T,1,105,0,1,0,0,1,1,0,1,1,3,0,1,0,1,0,0,1,1,1,1,1,1,1,1
1,T,0,171,0,1,0,0,0,1,0,0,1,3,1,1,1,1,1,0,1,0,0,0,1,1,1,1
1,T,0,107,0,1,0,0,0,1,0,1,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,T,1,45,0,1,0,0,1,1,0,1,1,3,1,1,0,0,1,0,1,1,0,0,1,1,0,1
1,T,1,119,0,1,0,0,1,1,0,1,1,3,1,1,0,0,1,1,1,1,0,0,1,0,1,1
1,T,1,123,0,1,0,0,1,1,0,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,1,1
1,T,0,66,0,1,0,0,0,1,0,0,1,3,0,1,0,1,0,1,1,1,0,NA,1,1,1,1
1,T,0,242,1,0,0,0,0,1,0,0,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1,T,0,3,0,1,0,0,0,1,0,1,1,3,1,1,1,0,0,0,1,1,0,1,1,1,0,1
1,T,0,30,0,1,0,0,0,1,0,1,1,3,1,1,0,1,1,1,1,1,0,1,1,1,1,0
1,T,0,110,0,1,0,0,0,1,0,1,1,3,1,1,1,0,0,0,1,1,0,1,1,1,0,1
1,T,0,154,0,1,0,1,1,1,0,1,1,3,1,0,1,1,0,0,1,1,0,1,1,1,1,1
1,T,1,153,0,0,1,1,0,1,0,1,1,3,0,1,1,1,0,0,1,0,0,1,1,0,1,1
1,T,0,17,0,1,0,0,0,1,0,1,1,3,1,1,0,0,0,0,1,1,0,0,1,1,1,1
1,T,0,149,0,1,0,0,0,1,0,0,1,3,1,1,0,1,1,1,1,1,0,1,1,1,1,1
1,T,1,108,0,1,0,0,1,1,0,1,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,T,0,160,0,1,0,0,0,1,0,1,1,3,1,1,1,0,1,0,1,1,0,1,0,1,1,1
1,T,0,53,0,1,0,0,0,1,0,1,1,3,1,1,0,1,1,1,1,1,0,0,1,1,1,1
1,T,1,1,0,1,0,0,0,1,0,1,1,3,0,1,0,0,0,0,1,1,1,0,1,1,1,1
1,T,0,106,0,0,1,0,0,1,0,0,1,3,1,1,0,1,0,1,1,0,0,1,1,1,0,1
1,T,1,137,0,1,0,0,1,1,0,1,1,3,0,1,1,0,0,0,1,1,0,1,1,0,0,1
1,T,1,121,0,1,0,0,1,1,0,1,1,3,1,1,1,0,0,0,1,1,0,1,1,0,1,1
1,T,0,124,0,1,0,0,0,1,0,1,1,3,1,0,0,0,1,0,1,1,0,0,1,1,1,1
1,T,1,67,0,1,0,0,0,1,0,1,1,3,1,1,1,1,1,1,1,1,0,1,1,0,0,1
1,T,1,26,0,0,1,0,1,1,0,1,1,3,1,1,1,1,0,0,1,1,0,1,1,0,1,1
1,T,0,2,0,0,1,0,0,1,0,1,1,3,1,1,0,1,0,1,1,1,0,1,1,0,1,1
1,T,0,60,0,1,0,0,0,1,0,1,1,3,1,1,0,0,1,1,1,1,0,1,1,0,1,1
1,T,1,148,0,1,0,0,0,1,0,0,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1,T,1,16,0,1,0,0,1,1,0,1,1,3,1,1,1,1,0,0,1,1,0,0,1,0,0,1
1,T,1,165,0,1,0,1,1,1,0,1,1,3,1,1,1,0,0,0,1,1,0,1,1,0,1,1
1,T,0,79,0,1,0,0,1,1,0,1,1,3,1,1,1,0,1,0,1,1,0,0,1,1,1,1
1,T,1,142,0,1,0,0,0,1,0,0,1,3,1,1,0,1,1,1,1,1,0,1,1,0,1,1
1,T,0,21,1,0,0,0,0,1,0,0,1,3,1,1,1,1,1,0,1,0,0,1,1,0,1,1
1,T,1,52,0,1,0,0,1,1,0,1,1,3,1,1,0,1,1,0,1,1,0,1,1,0,1,1
1,T,0,37,0,1,0,0,0,1,0,1,1,3,0,1,0,1,1,1,1,1,0,1,1,0,1,1
1,T,1,307,0,1,0,1,1,1,0,1,1,3,0,1,1,1,0,0,1,1,0,0,1,1,0,1
